SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2023,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2024,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2025,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2026,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2027,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2028,INE557F07124
NHBTF2014,National Housing Bank,N5,5000,5000,1,8.88,16-JAN-2014,13-JAN-2014,13-JAN-2029,,,,13-JAN-2029,INE557F07124
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2016,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2017,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2018,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2019,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2020,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2021,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2022,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2023,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2024,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2025,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2026,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2027,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2028,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2029,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2030,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2031,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2032,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2033,INE557F07132
NHBTF2014,National Housing Bank,N6,5000,5000,1,9.01,16-JAN-2014,13-JAN-2014,13-JAN-2034,,,,13-JAN-2034,INE557F07132
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2016,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2017,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2018,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2019,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2020,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2021,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2022,INE557F07041
NHBTF2023,National Housing Bank,N1,10000,10000,1,6.82,02-APR-2013,26-MAR-2013,26-MAR-2023,,,,26-MAR-2023,INE557F07041
NHBTF2023,National Housing Bank,N2,5000,5000,1,8.25,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2016,INE557F07140
NHBTF2023,National Housing Bank,N2,5000,5000,1,8.25,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2017,INE557F07140
NHBTF2023,National Housing Bank,N2,5000,5000,1,8.25,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2018,INE557F07140
NHBTF2023,National Housing Bank,N2,5000,5000,1,8.25,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2019,INE557F07140
NHBTF2023,National Housing Bank,N2,5000,5000,1,8.25,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2020,INE557F07140
NHBTF2023,National Housing Bank,N2,5000,5000,1,8.25,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2021,INE557F07140
NHBTF2023,National Housing Bank,N2,5000,5000,1,8.25,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2022,INE557F07140
NHBTF2023,National Housing Bank,N2,5000,5000,1,8.25,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2023,INE557F07140
NHBTF2023,National Housing Bank,N2,5000,5000,1,8.25,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2024,INE557F07140
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2016,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2017,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2018,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2019,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2020,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2021,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2022,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2023,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2024,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2025,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2026,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2027,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2028,INE557F07157
NHBTF2023,National Housing Bank,N3,5000,5000,1,8.68,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2029,INE557F07157
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2016,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2017,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2018,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2019,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2020,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2021,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2022,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2023,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2024,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2025,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2026,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2027,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2028,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2029,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2030,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2031,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2032,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2033,INE557F07165
NHBTF2023,National Housing Bank,N4,5000,5000,1,8.65,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2034,INE557F07165
NHBTF2023,National Housing Bank,N5,5000,5000,1,8.5,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2016,INE557F07173
NHBTF2023,National Housing Bank,N5,5000,5000,1,8.5,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2017,INE557F07173
NHBTF2023,National Housing Bank,N5,5000,5000,1,8.5,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2018,INE557F07173
NHBTF2023,National Housing Bank,N5,5000,5000,1,8.5,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2019,INE557F07173
NHBTF2023,National Housing Bank,N5,5000,5000,1,8.5,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2020,INE557F07173
NHBTF2023,National Housing Bank,N5,5000,5000,1,8.5,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2021,INE557F07173
NHBTF2023,National Housing Bank,N5,5000,5000,1,8.5,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2022,INE557F07173
NHBTF2023,National Housing Bank,N5,5000,5000,1,8.5,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2023,INE557F07173
NHBTF2023,National Housing Bank,N5,5000,5000,1,8.5,26-MAR-2014,24-MAR-2014,24-MAR-2024,,,,24-MAR-2024,INE557F07173
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2016,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2017,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2018,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2019,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2020,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2021,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2022,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2023,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2024,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2025,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2026,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2027,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2028,INE557F07181
NHBTF2023,National Housing Bank,N6,5000,5000,1,8.93,26-MAR-2014,24-MAR-2014,24-MAR-2029,,,,24-MAR-2029,INE557F07181
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2016,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2017,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2018,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2019,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2020,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2021,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2022,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2023,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2024,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2025,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2026,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2027,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2028,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2029,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2030,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2031,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2032,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2033,INE557F07199
NHBTF2023,National Housing Bank,N7,5000,5000,1,8.9,26-MAR-2014,24-MAR-2014,24-MAR-2034,,,,24-MAR-2034,INE557F07199
NHPC,NHPC Limited,N1,1000,1000,1,8.18,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2016,INE848E07518
NHPC,NHPC Limited,N1,1000,1000,1,8.18,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2017,INE848E07518
NHPC,NHPC Limited,N1,1000,1000,1,8.18,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2018,INE848E07518
NHPC,NHPC Limited,N1,1000,1000,1,8.18,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2019,INE848E07518
NHPC,NHPC Limited,N1,1000,1000,1,8.18,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2020,INE848E07518
NHPC,NHPC Limited,N1,1000,1000,1,8.18,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2021,INE848E07518
NHPC,NHPC Limited,N1,1000,1000,1,8.18,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2022,INE848E07518
NHPC,NHPC Limited,N1,1000,1000,1,8.18,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2023,INE848E07518
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2016,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2017,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2018,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2019,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2020,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2021,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2022,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2023,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2024,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2025,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2026,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2027,INE848E07526
NHPC,NHPC Limited,N2,1000,1000,1,8.54,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2028,INE848E07526
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2016,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2017,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2018,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2019,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2020,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2021,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2022,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2023,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2024,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2025,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2026,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2027,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2028,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2029,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2030,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2031,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2032,INE848E07534
NHPC,NHPC Limited,N3,1000,1000,1,8.67,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2033,INE848E07534
NHPC,NHPC Limited,N4,1000,1000,1,8.43,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2016,INE848E07542
NHPC,NHPC Limited,N4,1000,1000,1,8.43,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2017,INE848E07542
NHPC,NHPC Limited,N4,1000,1000,1,8.43,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2018,INE848E07542
NHPC,NHPC Limited,N4,1000,1000,1,8.43,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2019,INE848E07542
NHPC,NHPC Limited,N4,1000,1000,1,8.43,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2020,INE848E07542
NHPC,NHPC Limited,N4,1000,1000,1,8.43,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2021,INE848E07542
NHPC,NHPC Limited,N4,1000,1000,1,8.43,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2022,INE848E07542
NHPC,NHPC Limited,N4,1000,1000,1,8.43,07-NOV-2013,02-NOV-2013,02-NOV-2023,,,,01-APR-2023,INE848E07542
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2016,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2017,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2018,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2019,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2020,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2021,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2022,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2023,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2024,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2025,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2026,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2027,INE848E07559
NHPC,NHPC Limited,N5,1000,1000,1,8.79,07-NOV-2013,02-NOV-2013,02-NOV-2028,,,,01-APR-2028,INE848E07559
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2016,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2017,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2018,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2019,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2020,INE848E07567
